matnr	maktx	ersda	bstme	werks	lgort	lvorm	labst
SP006	Spur gear IS651	20161116		1710	171B		0.000
SP005	Mechanical Seal	20161116		1710	171B		0.000
SP004	Gaskets 1mm	20161116		1710	171B		0.000
SP003	Shaft	20161116		1710	171B		0.000
SP002	Coupling	20161116		1710	171B		0.000
SP001	Bearing	20161116		1710	171B		0.000
MZ-FG-E123	eBike E123	20161122		1710	171A		0.000
MZ-FG-E122	eBike E122	20161122		1710	171A		0.000
MZ-FG-E121	eBike E121	20161122		1710	171A		0.000
MZ-FG-E120	eBike E120	20161122		1710	171A		0.000
TKW_1005	Brake Coupling	20161121	KAR	1710	TKW1		0.000
TKW_1004	Brake Hose	20161121	SPL	1710	TKW1		0.000
TKW_1003	Brake Rotor (Machined)	20161121		1710	TKW2		0.000
TKW_1002	Brake Pad	20161121		1710	TKW2		0.000
TKW_1001	Brake Assembly (one)	20161121		1710	TKW2		0.000
SG233	SEMI233,PD,KANBAN, REM	20161116		1010	101B		0.000
RM234	RAW234,VB,Repetitive Manuf.	20161116		1010	101C		0.000
RM234	RAW234,VB,Repetitive Manuf.	20161116		1010	101B		0.000
RM233-4	RAW233-4,ND,KANBAN,sched. agreements	20161116		1010	101C		0.000
RM233-4	RAW233-4,ND,KANBAN,sched. agreements	20161116		1010	101B		0.000
RM233-2	RAW233-2,ND,KANBAN,sched. agreements	20161116		1010	101E		0.000
RM233-2	RAW233-2,ND,KANBAN,sched. agreements	20161116		1010	101B		0.000
RM233-1	RAW233-1, PD, KANBAN Stock Transfer	20161116		1010	101C		0.000
RM233-1	RAW233-1, PD, KANBAN Stock Transfer	20161116		1010	101B		0.000
FG233	FERT 233, PD, Repetitive Manuf.	20161116		1010	101A		0.000
SG29	SEM29,PD,QM	20161116		1010	101B		0.000
FG129	FIN129,MTS-DI,PD,QM	20161116		1010	101B		0.000
FG129	FIN129,MTS-DI,PD,QM	20161116		1010	101A		0.000
SP006	Spur gear IS651	20161116		1010	101B		0.000
SP005	Mechanical Seal	20161116		1010	101B		0.000
SP004	Gaskets 1mm	20161116		1010	101B		0.000
SP003	Shaft	20161116		1010	101B		0.000
SP002	Coupling	20161116		1010	101B		0.000
SP001	Bearing	20161116		1010	101B		0.000
MRP_COMP09	MRP Component 09	20161022		L10	L10A		0.000
MRP_COMP08	MRP Component 08	20161022		L10	L10A		0.000
MRP_COMP07	MRP Component 07	20161022		L10	L10A		0.000
MRP_COMP06	MRP Component 06	20161022		L10	L10A		0.000
MRP_COMP05	MRP Component 05	20161022		L10	L10A		0.000
MRP_COMP04	MRP Component 04	20161022		L10	L10A		0.000
MRP_COMP03	MRP Component 03	20161022		L10	L10A		0.000
MRP_COMP02	MRP Component 02	20161022		L10	L10A		0.000
FG226	Cross Racer 3.0	20151030		3010	301A		0.000
MRP_PROD10	MRP Product 10	20161022		L10	L10A		0.000
MRP_PROD09	MRP Product 09	20161022		L10	L10A		0.000
MRP_PROD08	MRP Product 08	20161022		L10	L10A		0.000
MRP_PROD07	MRP Product 07	20161022		L10	L10A		0.000
MRP_PROD06	MRP Product 06	20161022		L10	L10A		0.000
MRP_PROD05	MRP Product 05	20161022		L10	L10A		0.000
MRP_PROD04	MRP Product 04	20161022		L10	L10A		0.000
MRP_PROD03	MRP Product 03	20161022		L10	L10A		0.000
MRP_PROD02	MRP Product 02	20161022		L10	L10A		0.000
FG126	Extreme 50	20151030		3010	301R		0.000
ATP_PROD10	ATP Product 10	20161022		L10	L10A		0.000
ATP_PROD09	ATP Product 09	20161022		L10	L10A		0.000
ATP_PROD08	ATP Product 08	20161022		L10	L10A		0.000
ATP_PROD07	ATP Product 07	20161022		L10	L10A		0.000
ATP_PROD06	ATP Product 06	20161022		L10	L10A		0.000
ATP_PROD05	ATP Product 05	20161022		L10	L10A		0.000
ATP_PROD04	ATP Product 04	20161022		L10	L10A		0.000
ATP_PROD03	ATP Product 03	20161022		L10	L10A		0.000
ATP_PROD02	ATP Product 02	20161022		L10	L10A		0.000
ATP_PROD01	ATP Product 01	20161022		L10	L10A		0.000
FG126	Extreme 50	20151030		3010	301B		0.000
FG126	Extreme 50	20151030		3010	301A		0.000
TG0012	Urban New York	20151029		3010	301B		0.000
ML_SG_035	Wiper Blade Assembly RT	20161201		L40	L40A		0.000
ML_SG_036	Arm	20161201		L40	L40A		0.000
ML_SG_034	Wiper Blade Assembly LT	20161201		L40	L40A		0.000
ML_SG_029	Wiper Assembly2 Blade	20161201		L40	L40A		0.000
ML_SG_025	Cab	20161201		L40	L40A		0.000
ML_FG_0003	Commercial Vehicle - Truck	20161201		L40	L40A		0.000
FG233	FERT 233, PD, Repetitive Manuf.	20161116		1510	151A		0.000
SG29	SEM29,PD,QM	20161116		1510	151B		0.000
FG129	FIN129,MTS-DI,PD,QM	20161116		1510	151B		0.000
FG129	FIN129,MTS-DI,PD,QM	20161116		1510	151A		0.000
MZ-FG-E180	eBike E180	20170106		1710	171A		0.000
ML_FG_009	Truck Variant 4	20161018		L40	L40A		0.000
ML_FG_008	Truck Variant 3	20161018		L40	L40A		0.000
ML_RM_277	Tail Light Glass	20161202		L40	L40A		0.000
ML_RM_276	Tail Light Frame	20161202		L40	L40A		0.000
ML_SG_023	Chassis (30t, Rigid)	20161018		L40	L40A		0.000
ML_SG_022	Chassis (25t, Rigid)	20161018		L40	L40A		0.000
ML_RM_073	Blade	20161018		L40	L40A		0.000
ML_RM_072	Arm	20161018		L40	L40A		0.000
ML_RM_071	Shaft	20161018		L40	L40A		0.000
ML_RM_070	Outside Right Front	20161018		L40	L40A		0.000
ML_RM_069	Outside Left Front	20161018		L40	L40A		0.000
ML_RM_068	Outside Right	20161018		L40	L40A		0.000
ML_RM_067	Outside Left	20161018		L40	L40A		0.000
ML_RM_066	Rear	20161018		L40	L40A		0.000
ML_RM_065	Door R	20161018		L40	L40A		0.000
ML_RM_064	Door L	20161018		L40	L40A		0.000
ML_RM_063	Windshield	20161018		L40	L40A		0.000
ML_RM_062	Warning Light	20161018		L40	L40A		0.000
ML_RM_061	Dimmer	20161018		L40	L40A		0.000
ML_RM_060	Rear Light S	20161018		L40	L40A		0.000
ML_RM_059	Head Light	20161018		L40	L40A		0.000
ML_RM_058	Grill	20161018		L40	L40A		0.000
ML_RM_057	Cap	20161018		L40	L40A		0.000
ML_RM_056	Shutter	20161018		L40	L40A		0.000
ML_RM_055	Assembly Section	20161018		L40	L40A		0.000
ML_RM_054	Wheel	20161018		L40	L40A		0.000
ML_RM_053	Tube length	20161018		L40	L40A		0.000
ML_RM_052	Cylinder Head	20161018		L40	L40A		0.000
ML_RM_051	Crankshaft	20161018		L40	L40A		0.000
ML_RM_050	Fan	20161018		L40	L40A		0.000
ML_RM_049	Fly Wheel	20161018		L40	L40A		0.000
ML_RM_048	Fuel Filter	20161018		L40	L40A		0.000
ML_RM_047	Cap	20161018		L40	L40A		0.000
ML_RM_046	Tank	20161018		L40	L40A		0.000
ML_RM_045	Fuel Gauge	20161018		L40	L40A		0.000
ML_RM_044	Gear	20161017		L40	L40A		0.000
ML_RM_043	Aux. Control	20161017		L40	L40A		0.000
ML_RM_042	Auxillary Transmission	20161017		L40	L40A		0.000
ML_RM_041	Brake Drum R	20161017		L40	L40A		0.000
ML_RM_040	Cam Shaft R	20161017		L40	L40A		0.000
ML_RM_039	Wheels	20161017		L40	L40A		0.000
ML_RM_038	Tires	20161017		L40	L40A		0.000
ML_RM_037	Brakes	20161017		L40	L40A		0.000
ML_RM_036	Tires	20161017		L40	L40A		0.000
ML_RM_035	Wheels	20161017		L40	L40A		0.000
ML_RM_034	Chamber	20161017		L40	L40A		0.000
ML_RM_033	Brakes	20161017		L40	L40A		0.000
ML_RM_032	Brake Drum F	20161017		L40	L40A		0.000
ML_RM_031	Steering Arm	20161017		L40	L40A		0.000
ML_RM_030	Cam Shaft F	20161017		L40	L40A		0.000
ML_SG_021	Windshield Wiper	20161017		L40	L40A		0.000
ML_SG_020	Mirrors	20161017		L40	L40A		0.000
ML_SG_019	Gauges	20161017		L40	L40A		0.000
ML_SG_018	Radiator	20161017		L40	L40A		0.000
ML_SG_017	Steering	20161017		L40	L40A		0.000
ML_SG_014	Cabin	20161017		L40	L40A		0.000
ML_SG_013	Engine	20161017		L40	L40A		0.000
ML_SG_012	Fuel System	20161017		L40	L40A		0.000
ML_SG_011	Transmission	20161017		L40	L40A		0.000
ML_SG_016	Rear Axle	20161017		L40	L40A		0.000
ML_SG_015	Front Axle	20161017		L40	L40A		0.000
ML_SG_010	Chassis	20161017		L40	L40A		0.000
ML_FG_0002	Truck	20161017		L40	L40A		0.000
DS_RAW02	DS Raw Material 02	20161021		L10	L10A		0.000
DS_RAW01	DS Raw Material 01	20161021		L10	L10A		0.000
DS_COMP02	DS component 02	20161021		L10	L10A		0.000
DS_COMP01	DS component 01	20161021		L10	L10A		0.000
ML_RM_005	Car Front body panel Right	20161006		L40	L40A		0.000
ML_RM_004	Car Front body panel Left	20161006		L40	L40A		0.000
ML_SG_008	Engine Hybrid 1600	20161006		L40	L40A		0.000
ML_RM_026	Car Standrad Brake System	20161006		L40	L40A		0.000
ML_RM_025	Car Sport Brake system	20161006		L40	L40A		0.000
ML_RM_024	Car Standard Tyre	20161006		L40	L40A		0.000
ML_RM_023	Car Sport Tires	20161006		L40	L40A		0.000
ML_RM_022	Car Rear Seat Leather Black	20161006		L40	L40A		0.000
ML_RM_021	Car Front Seat Leather Black	20161006		L40	L40A		0.000
ML_RM_020	Car Rear Seat REXIN Black	20161006		L40	L40A		0.000
ML_RM_019	Car Front Seat REXIN Black	20161006		L40	L40A		0.000
ML_RM_018	Car Rear Seat Leather Beige	20161006		L40	L40A		0.000
ML_RM_017	Car Front Seat Leather Beige	20161006		L40	L40A		0.000
ML_RM_016	Car Rear Seat REXIN Beige	20161006		L40	L40A		0.000
ML_RM_015	Car Front Seat REXIN Beige	20161006		L40	L40A		0.000
ML_RM_014	Car Polar Blast Climate Control	20161006		L40	L40A		0.000
ML_RM_013	Car Standard AC	20161006		L40	L40A		0.000
ML_RM_012	Car Trunk	20161006		L40	L40A		0.000
ML_RM_011	Car Rear Body Panel Right	20161006		L40	L40A		0.000
ML_RM_010	Car Rear Body Panel Left	20161006		L40	L40A		0.000
ML_RM_009	Car Body Panel Roof	20161006		L40	L40A		0.000
ML_RM_008	Car Sun Roof Module	20161006		L40	L40A		0.000
ML_SG_007	2000 CC Car Engine Diesel	20161006		L40	L40A		0.000
ML_SG_006	1600 CC Car Engine Diesel	20161006		L40	L40A		0.000
ML_SG_005	1800 CC Car Engine Diesel	20161006		L40	L40A		0.000
ML_SG_004	Duo Car Engine (Electric)	20161006		L40	L40A		0.000
ML_SG_003	2000 CC Car Engine Petrol	20161006		L40	L40A		0.000
ML_SG_002	1600 CC Car Engine Petrol	20161006		L40	L40A		0.000
ML_RM_003	Engine cylinder head	20161006		L40	L40A		0.000
ML_RM_002	Engine Piston	20161006		L40	L40A		0.000
ML_RM_001	Engine Block	20161006		L40	L40A		0.000
ML_SG_001	1800 CC Car Engine Petrol	20161006		L40	L40A		0.000
MZ_SPARE1	Consignment Spare part	20161231		1710	171A		0.000
MZ-RM-E122-01	e-Bike Battery (12 Volt)	20161228		1710	171C		0.000
DS_PROD07	DS Product 01	20161021		L10	L10A		0.000
MZ-RM-E108-08	Pedal Kit-E108	20160929		1710	171A		0.000
MZ-RM-E108-10	Shock Kit-E108	20160929		1710	171A		0.000
MZ-RM-E108-09	Pedal Kit-E108	20160929		1710	171A		0.000
MZ-RM-E108-07	Derailleur Gears-E108	20160929		1710	171A		0.000
MZ-RM-E108-06	Brakes-E018	20160929		1710	171A		0.000
MZ-RM-E108-05	Forks-E108	20160929		1710	171A		0.000
MZ-RM-E108-04	Wheels-E08	20160929		1710	171A		0.000
MZ-RM-E108-03	Seat - E108	20160929		1710	171A		0.000
MZ-RM-E108-02	Handle Bars-E108	20160929		1710	171A		0.000
MZ-RM-E108-01	Frame-E108	20160929		1710	171A		0.000
MZ-FG-E108	eBike E108	20160929		1710	171A		0.000
MZ-SR-E104	Repair	20160915		1710	171A		0.000
ML-F54	material 4 (Batch)	20160901		LF01	LF01		0.000
ML-F53	material 3	20160901		LF01	LF01		0.000
ML-F52	Composant 2	20160901		LF01	LF01		0.000
ML-F51	Composant 1	20160901		LF01	LF01		0.000
ML-F12	Semi finished Product 2 (Batch)	20160901		LF01	LF01		0.000
ML-F11	Semi finished Product 1	20160901		LF01	LF01		0.000
ML-F04	Finished Product 4 (Configurable)	20160901		LF01	LF01		0.000
ML-F03	Finished Product 3	20160901		LF01	LF01		0.000
ML-RM-L10-01	Product 1(LOB)	20160527		L30	L30C		0.000
ML-RM-L10-01	Product 1(LOB)	20160527		L20	L20C		0.000
MZ-PROC-WD-RB-2053	Heavy-Duty Brake Rubber Block	20160816		1710	171A		0.000
MZ-PROC-TG-GP-2701	Grease Gun Carrying Strap	20160816		1710	171A		0.000
MZ-PROC-TG-FC-2702	301LFW-254H 2.5Dial 0-300Psi S/S Int 1/4	20160816		1710	171A		0.000
MZ-PROC-SE-RV-2039	Reflective Vest Medium	20160816		1710	171A		0.000
MZ-PROC-SC-FR-3514	HC Fitting Room Freestand Bench (24 x 48	20160816		1710	171A		0.000
MZ-PROC-PP-PS-4501	Polycom(R)SoundStation2(TM) Conferen phn	20160816		1710	171A		0.000
MZ-PROC-PP-LQ-4500	Luckytech QuickCam for Notebooks	20160816		1710	171A		0.000
MZ-PROC-PP-DL-4502	Defibtech Lifeline Semi-Automatic Defib	20160816		1710	171A		0.000
MZ-PROC-PP-DC-10MP	Conan Digital Rebel XTi 10.1-Megapixel	20160816		1710	171A		0.000
MZ-PROC-PM-SN-0001	Heavy-duty permanent marker with full-le	20160816		1710	171A		0.000
MZ-PROC-PM-FS-1400	Foray(R) Stock Ruld Newsprint Paper 7in	20160816		1710	171A		0.000
MZ-PROC-PG-BP-0670	Battery Pack Li-Ion 3.8V For Plantronics	20160816		1710	171A		0.000
MZ-PROC-OS-WB-0250	White board 250cms	20160816		1710	171A		0.000
MZ-PROC-OS-PM-PK08	Sharpie Fine Point Permanent Markers	20160816		1710	171A		0.000
MZ-PROC-OS-PI-BC1	Business Cards	20160816		1710	171A		0.000
MZ-PROC-OS-NB-0810	Subject Notebook, Wide Ruled, 8 x 10	20160816		1710	171A		0.000
MZ-PROC-OS-LP-E780	Netson Laser printer E780	20160816		1710	171A		0.000
MZ-PROC-OE-HD-0001	Sticky Notes. 12 pads in a pack. (multip	20160816		1710	171A		0.000
MZ-PROC-MH-LD-0122	Long Divider 9.2 x 1.9 In Gray	20160816		1710	171A		0.000
MZ-PROC-MH-DB-0191	D5443 Divider Box 10-3/4 x 2-1/2 In Ligh	20160816		1710	171A		0.000
MZ-PROC-MD-PT-2000	1/4Hex Drive 2-1/8OAL Non Magnetic Bit H	20160816		1710	171A		0.000
MZ-PROC-MC-WH-3106	Welder Helper	20160816		1710	171A		0.000
MZ-PROC-MC-SC-3103	44lb Fire Barrier Mortar	20160816		1710	171A		0.000
MZ-PROC-MC-PD-3101	25mm ID x 47mm 6005-2RS 1RowDblSealed Ra	20160816		1710	171A		0.000
MZ-PROC-MC-PB-1445	Paint Brush 1in. 7-3/4in.	20160816		1710	171A		0.000
MZ-PROC-MC-HT-3104	1.5lb Cast Aluminum Hammer	20160816		1710	171A		0.000
MZ-PROC-MC-DT-0001	Duct Tape	20160816		1710	171A		0.000
MZ-PROC-MC-AD-3102	UNITEX PRO-POLY Dispensing Tool	20160816		1710	171A		0.000
MZ-PROC-MC-AC-0936	Edge Trim Alum Clip 0.3 In W 100 Ft	20160816		1710	171A		0.000
MZ-PROC-IT-UP-4USB	Polycom (R) 4-Port Ultra Mini USB Hub	20160816		1710	171A		0.000
MZ-PROC-IT-PA-2300	Pavilion 23 notebook	20160816		1710	171A		0.000
MZ-PROC-IT-OM-V100	Luckytech(R) V100 Optical Mouse For Note	20160816		1710	171A		0.000
MZ-PROC-IT-IP-0032	Apple iPhone 6 - 64GB	20160816		1710	171A		0.000
MZ-PROC-IT-CM-7900	HP DC7900 Desktop SFF	20160816		1710	171A		0.000
MZ-PROC-IM-TI-5015	Turning Insert TCGT 11 02 08-UM 5015	20160816		1710	171A		0.000
MZ-PROC-IM-SD-2016	Screwdriver	20160816		1710	171A		0.000
MZ-PROC-IM-MI-4230	Mill Insert 490R-140420M-PM 4230	20160816		1710	171A		0.000
MZ-PROC-IM-KC-0806	Keyseat Cutter HSS 3/4 In 806 STAG	20160816		1710	171A		0.000
MZ-PROC-IM-HT-1395	Hand Tap M10x1.25 Bright	20160816		1710	171A		0.000
MZ-PROC-IM-FA-5370	Flashback Arrestor Set 3/8-24	20160816		1710	171A		0.000
MZ-PROC-GM-SS-8682	Socket Set	20160816		1710	171A		0.000
MZ-PROC-GM-SO-0316	Socket 3/4 In Dr 19mm 6 Pt Std	20160816		1710	171A		0.000
MZ-PROC-GM-SB-0594	Light Duty Steel Bar Clamp 6 ln	20160816		1710	171A		0.000
MZ-PROC-GM-DC-0206	Diagonal Cutter 6 in L 15/16 in L	20160816		1710	171A		0.000
MZ-PROC-FF-SR-3520	Storage Racks	20160816		1710	171A		0.000
MZ-PROC-FF-DF-W310	Dataflex Fixed-Height Wrkstation,31in.Hx	20160816		1710	171A		0.000
MZ-PROC-FF-DA-W290	Dataflex Adjustable-Height Wrk stn, 29in	20160816		1710	171A		0.000
MZ-PROC-DC-SP-3525	Steel Pipes	20160816		1710	171A		0.000
MZ-PROC-DC-SF-0090	Fan Shroud Filter Poly For 30 in.	20160816		1710	171A		0.000
MZ-PROC-DC-CP-2070	Custom Pipe	20160816		1710	171A		0.000
MZ-PROC-DC-AF-0789	Compressed Air Filter 200 psi 4.8 in W	20160816		1710	171A		0.000
MZ-PROC-CH-AC-C120	12 fl oz Gasket Remover Aerosol	20160816		1710	171A		0.000
MZ-PROC-CE-SW-2034	Hand Sanitizing Wipe, Sheet Size 6 x 8	20160816		1710	171A		0.000
MZ-PROC-CE-CS-0411	Neutral Cleaner Size 2.5L Orange PK2	20160816		1710	171A		0.000
MZ-PROC-CE-CP-C470	Cleaning Products	20160816		1710	171A		0.000
MZ-PROC-AC-HK-0843	GPS Nav System	20160816		1710	171A		0.000
DUMMY-RM	Dummy Raw Material	20160531		US10	171C		0.000
MZ-TG-E104	eBike Battery	20160722		1710	171A		0.000
MZ-TG-E102	eBike Bottle Cage	20160722		1710	171A		0.000
MZ-TG-E101	eBike Saddle	20160722		1710	171A		0.000
MZ-TG-E100	eBike Helmet	20160722		1710	171A		0.000
MLBW-RAW06	Raw Material 06	20160706		L10	L10A		0.000
MLBW-RAW05	Raw Material 05	20160706		L10	L10A		0.000
MLBW-RAW04	Raw Material 04	20160706		L10	L10A		0.000
MLBW-RAW03	Raw Material 03	20160706		L10	L10A		0.000
MLBW-RAW02	Raw Material 02	20160706		L10	L10A		0.000
MLBW-RAW01	Raw Material 01	20160706		L10	L10A		0.000
MLBW-COMP10	Component 10	20160706		L10	L10A		0.000
MLBW-COMP09	Component 09	20160706		L10	L10A		0.000
MLBW-COMP08	Component 08	20160706		L10	L10A		0.000
MLBW-COMP07	Component 07	20160706		L10	L10A		0.000
MLBW-COMP06	Component 06	20160706		L10	L10A		0.000
MLBW-COMP05	Component 05	20160706		L10	L10A		0.000
MLBW-COMP04	Component 04	20160706		L10	L10A		0.000
MLBW-COMP03	Component 03	20160706		L10	L10A		0.000
MLBW-COMP02	Component 02	20160706		L10	L10A		0.000
MLBW-COMP01	Component 01	20160706		L10	L10A		0.000
MLBW-PROD10	Finished Product 10	20160706		L10	L10A		0.000
MLBW-PROD09	Finished Product 09	20160706		L10	L10A		0.000
MLBW-PROD08	Finished Product 08	20160706		L10	L10A		0.000
MLBW-PROD07	Finished Product 07	20160706		L10	L10A		0.000
MLBW-PROD06	Finished Product 06	20160706		L10	L10A		0.000
MLBW-PROD05	Finished Product 05	20160706		L10	L10A		0.000
MLBW-PROD04	Finished Product 04	20160706		L10	L10A		0.000
MLBW-PROD03	Finished Product 03	20160706		L10	L10A		0.000
MLBW-PROD02	Finished Product 02	20160706		L10	L10A		0.000
MLBW-PROD01	Finished Product 01	20160706		L10	L10A		0.000
MZ-RM-E106-05	E106 PEDAL KIT	20160701		1710	171C		0.000
MZ-RM-E106-04	E106 BRAKES	20160701		1710	171C		0.000
MZ-RM-E106-02	E106 HANDLE BARS	20160701		1710	171C		0.000
MZ-RM-E106-01	E106 FRAME	20160701		1710	171C		0.000
MZ-RM-E106-03	E106 WHEELS	20160701		US10	171C		0.000
MZ-FG-E106	E-BIKE RANGER	20160701		1710	171A		0.000
MZ-RM-E106-04	E106 BRAKES	20160701		1710	171A		0.000
MZ-RM-E106-03	E106 WHEELS	20160701		1710	171A		0.000
MZ-RM-E106-02	E106 HANDLE BARS	20160701		1710	171A		0.000
MZ-RM-E106-01	E106 FRAME	20160701		1710	171A		0.000
MZ-RM-E106-05	E106 PEDAL KIT	20160701		1710	171A		0.000
TG23	Test Material 123	20160628		1710	171A		0.000
MZ_SPARE	Spare Part.	20160623		1710	171A		0.000
MZ-P300403	LaserJet P300403	20160617		1710	171A		0.000
DUMMY-RM	Dummy Raw Material	20160531		L10	L10A		0.000
ML-TG11	Helmet - Aero Road	20160321		L10	L10A		0.000
MZ-FG-E105	E-Bike Lean Folding	20160610		1710	171A		0.000
MZ-FG-E104	E-Bike X-Country	20160610		1710	171A		0.000
ML-STEEL	STEEL	20160609		L10	L10A		0.000
MZ-RM-E103-03	E103 Wheels	20160531		US10	171C		0.000
MZ-RM-E102-03	E102 Wheels	20160531		US10	171C		0.000
MZ-RM-E101-03	E101 Wheels	20160531		US10	171C		0.000
MZ-TG-30	Battery	20160603		1710	171A		0.000
ML-CEMENT	Cement	20160531		L10	L10A		0.000
MZ-RM-E103-05	E103 Pedal Kit	20160531		1710	171C		0.000
MZ-RM-E103-04	E103 Brakes	20160531		1710	171C		0.000
MZ-RM-E103-03	E103 Wheels	20160531		1710	171C		0.000
MZ-RM-E103-02	E103 Handle Bars	20160531		1710	171C		0.000
MZ-RM-E103-01	E103 Frame	20160531		1710	171C		0.000
MZ-RM-E102-05	E102 Pedal Kit	20160531		1710	171C		0.000
MZ-RM-E102-04	E102 Brakes	20160531		1710	171C		0.000
MZ-RM-E102-03	E102 Wheels	20160531		1710	171C		0.000
MZ-RM-E102-02	E102 Handle Bars	20160531		1710	171C		0.000
MZ-RM-E102-01	E102 Frame	20160531		1710	171C		0.000
MZ-RM-E101-05	E101 Pedal Kit	20160531		1710	171C		0.000
MZ-RM-E101-04	E101 Brakes	20160531		1710	171C		0.000
MZ-RM-E101-03	E101 Wheels	20160531		1710	171C		0.000
MZ-RM-E101-02	E101 Handle Bars	20160531		1710	171C		0.000
MZ-RM-E101-01	E101 Frame	20160531		1710	171C		0.000
MZ-FG-E103	eBike E103	20160531		1710	171A		0.000
MZ-FG-E102	eBike E102	20160531		1710	171A		0.000
DS_PROD06	DS Product 06	20161021		L10	L10A		0.000
MZ-FG-R100	R100 BIKE	20160414		1710	171A		0.000
DUMMY-RM	Dummy Raw Material	20160531		1710	171A		0.000
DUMMY-FG	Dummy Material - FG	20160531		1710	171A		0.000
ML-FG-L10	FG1 (LOB)	20160527		L10	L10A		0.000
ML-RM-L10-02	Product 2 (LOB)	20160527		L10	L10C		0.000
ML-RM-L10-01	Product 1(LOB)	20160527		L10	L10C		0.000
MZ-FG-M525	M525 BIKE	20160527		1710	171A		0.000
MZ-FG-C990	C990 Bike	20160527		1710	171A		0.000
MZ-TG-Y240	Y240 Bike	20160527		1710	171A		0.000
MZ-TG-Y200	Y200 Bike	20160527		1710	171A		0.000
MZ-TG-Y120	Y120 Bike	20160527		1710	171A		0.000
MZ-RM-C990-09	BKC-990 Drive Train	20160527		1710	171C		0.000
MZ-RM-C990-06	BKC-990 Brakes	20160527		1710	171C		0.000
MZ-RM-C990-05	BKC-990 Forks	20160527		1710	171C		0.000
MZ-RM-C990-04	BKC-990 Wheels	20160527		1710	171C		0.000
MZ-RM-C990-03	BKC-990 Seat	20160527		1710	171C		0.000
MZ-RM-C990-02	BKC-990 Handle Bars	20160527		1710	171C		0.000
MZ-RM-C990-01	BKC-990 Frame	20160527		1710	171C		0.000
MZ-RM-M525-10	BKM-525 Shock Kit	20160527		1710	171C		0.000
MZ-RM-M525-09	BKM-525 Drive Train	20160527		1710	171C		0.000
MZ-RM-M525-08	BKM-525 Pedal Kit	20160527		1710	171C		0.000
MZ-RM-M525-07	BKM-525 Derailleur Gears	20160527		1710	171C		0.000
MZ-RM-M525-06	BKM-525 Brakes	20160527		1710	171C		0.000
MZ-RM-M525-05	BKM-525 Forks	20160527		1710	171C		0.000
MZ-RM-M525-04	BKM-525 Wheels	20160527		1710	171C		0.000
MZ-RM-M525-03	BKM-525 Seat	20160527		1710	171C		0.000
MZ-RM-M525-02	BKM-525 Handle Bars	20160527		1710	171C		0.000
MZ-RM-M525-01	BKR-525 Frame	20160527		1710	171C		0.000
MZ-TG-90	Gelatin	20160526		US10	171A		0.000
MZ-TG-90	Gelatin	20160526		1710	171A		0.000
MZ-RM-R100-01	BKR-100 Frame	20160414		1710	171A		0.000
MZ-RM-C950-07	Drive Train-950	20160503		1710	171A		0.000
MZ-RM-C900-07	Drive Train-900	20160503		1710	171A		0.000
MZ-RM-C950-06	Brakes-950	20160503		1710	171A		0.000
MZ-RM-C900-06	Brakes-900	20160503		1710	171A		0.000
MZ-RM-C950-05	Forks-950	20160503		1710	171A		0.000
MZ-RM-C900-05	Forks-900	20160503		1710	171A		0.000
MZ-RM-C950-04	BKC-950 Wheels	20160503		1710	171A		0.000
MZ-RM-C900-04	Wheels-900	20160503		1710	171A		0.000
MZ-RM-C950-03	Seat - 950	20160503		1710	171A		0.000
MZ-RM-C900-03	Seat - 900	20160503		1710	171A		0.000
MZ-RM-C950-02	Handle Bars-950	20160503		1710	171A		0.000
MZ-RM-C950-01	Frame-950	20160503		US10	171A		0.000
MZ-RM-C950-01	Frame-950	20160503		1710	171A		0.000
MZ-RM-C900-01	Frame 900	20160503		US10	171A		0.000
MZ-RM-C900-01	Frame 900	20160503		1710	171A		0.000
MZ-FG-C950	C950 BIKE	20160503		1710	171A		0.000
MZ-FG-C900	C900 BIKE	20160503		1710	171A		0.000
MZ-FG-500	deleted	20160424		1710	171A	X	0.000
MZ-FG-M550	M550 BIKE	20160422		1710	171A		0.000
MZ-RM-M500-10	Shock Kit-500	20160424		1710	171A		0.000
MZ-RM-M500-09	Drive Train-500	20160424		1710	171A		0.000
MZ-RM-M500-08	Pedal Kit-500	20160424		1710	171A		0.000
MZ-RM-M500-07	Derailleur Gears-500	20160424		1710	171A		0.000
MZ-FG-M500	M500 BIKE	20160424		1710	171A		0.000
MZ-RM-M500-05	Forks-500	20160424		1710	171A		0.000
MZ-RM-M500-04	Wheels-500	20160424		1710	171A		0.000
MZ-RM-M500-03	Seat - 500	20160424		1710	171A		0.000
MZ-RM-M500-02	Handle Bars-500	20160424		1710	171A		0.000
MZ-RM-M500-01	Frame-500	20160424		US10	171A		0.000
MZ-RM-M500-01	Frame-500	20160424		1710	171A		0.000
MZ-RM-M550-04	Wheels-550	20160422		1710	171A		0.000
MZ-RM-M550-02	Handle Bars-550	20160422		1710	171A		0.000
MZ-RM-M550-01	Frame-550	20160422		US10	171A		0.000
MZ-RM-M550-10	Shock Kit-550	20160422		1710	171A		0.000
MZ-RM-M550-09	Drive Train-550	20160422		1710	171A		0.000
MZ-RM-M550-08	Pedal Kit-550	20160422		1710	171A		0.000
MZ-RM-M550-07	Derailleur Gears-550	20160422		1710	171A		0.000
MZ-RM-M550-06	Brakes-550	20160422		1710	171A		0.000
